"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"US000","0","10","10","0","2023","2","",11785717,152445551,153581007,154459630,2658472645219,420784165659,6694951947,1332,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",341151,3.0,3152882,2.1,3362672,2.2,3783905,2.5,139359486416,5.5,-4238321023,-1.0,-377391408,-5.3,41,3.2
"US000","1","10","11","0","2023","2","",61184,2907000,2922923,2935172,69745114247,0,0,1836,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",51,0.1,52168,1.8,66245,2.3,82856,2.9,-416060050,-0.6,0,0.0,0,0.0,-55,-2.9
"US000","1","101","12","0","2023","2","",149,51772,52360,52578,1204921517,0,0,1774,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",15,11.2,-514,-1.0,-125,-0.2,-143,-0.3,-80046090,-6.2,0,0.0,0,0.0,-109,-5.8
"US000","1","1011","13","0","2023","2","",75,3543,3882,4070,82981585,0,0,1666,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,1.4,59,1.7,14,0.4,-55,-1.3,1448046,1.8,0,0.0,0,0.0,27,1.6
"US000","1","1012","13","0","2023","2","",1,5,4,4,196520,0,0,3489,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1,25.0,0,0.0,0,0.0,53148,37.1,0,0.0,0,0.0,732,26.6
"US000","1","1013","13","0","2023","2","",73,48224,48474,48504,1121743412,0,0,1783,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",14,23.7,-574,-1.2,-139,-0.3,-88,-0.2,-81547284,-6.8,0,0.0,0,0.0,-119,-6.3
"US000","1","102","12","0","2023","2","",61035,2855228,2870563,2882594,68540192730,0,0,1837,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",36,0.1,52682,1.9,66370,2.4,82999,3.0,-336013960,-0.5,0,0.0,0,0.0,-54,-2.9
"US000","1","1021","13","0","2023","2","",30469,675995,670481,669699,10772210663,0,0,1233,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",149,0.5,4063,0.6,6905,1.0,9586,1.5,-1142295077,-9.6,0,0.0,0,0.0,-145,-10.5
"US000","1","1022","13","0","2023","2","",151,6495,6561,6599,164442173,0,0,1931,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",5,3.4,-5,-0.1,48,0.7,39,0.6,10488413,6.8,0,0.0,0,0.0,116,6.4
"US000","1","1023","13","0","2023","2","",822,12510,12638,12593,453239362,0,0,2771,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",38,4.8,77,0.6,331,2.7,354,2.9,31397528,7.4,0,0.0,0,0.0,138,5.2
"US000","1","1024","13","0","2023","2","",1440,69719,70463,70900,1838250268,0,0,2010,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",6,0.4,1532,2.2,1632,2.4,1662,2.4,57737525,3.2,0,0.0,0,0.0,18,0.9
"US000","1","1025","13","0","2023","2","",1425,436416,437995,440274,10068627166,0,0,1767,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",26,1.9,13668,3.2,15022,3.6,17040,4.0,-421071259,-4.0,0,0.0,0,0.0,-141,-7.4
"US000","1","1026","13","0","2023","2","",1444,45346,48640,50707,742665399,0,0,1184,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-47,-3.2,3437,8.2,3041,6.7,2973,6.2,75644844,11.3,0,0.0,0,0.0,46,4.0
"US000","1","1027","13","0","2023","2","",164,4868,4910,4907,74312234,0,0,1168,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",8,5.1,83,1.7,73,1.5,92,1.9,988426,1.3,0,0.0,0,0.0,-4,-0.3
"US000","1","1028","13","0","2023","2","",25116,1603878,1618874,1626914,44426406083,0,0,2114,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-146,-0.6,29837,1.9,39328,2.5,51262,3.3,1051200956,2.4,0,0.0,0,0.0,-3,-0.1
"US000","1","1029","13","0","2023","2","",4,1,1,1,39382,0,0,3029,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-3,-42.9,-10,-90.9,-10,-90.9,-9,-90.0,-105316,-72.8,0,0.0,0,0.0,1986,190.4
"US000","1","11","14","0","2023","2","",75,3543,3882,4070,82981585,0,0,1666,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,1.4,59,1.7,14,0.4,-55,-1.3,1448046,1.8,0,0.0,0,0.0,27,1.6
"US000","1","111","15","0","2023","2","",2,4,3,3,117830,0,0,2719,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,100.0,-4,-50.0,-5,-62.5,-5,-62.5,-98386,-45.5,0,0.0,0,0.0,640,30.8
